number,Name,Address,Location,Timings,PhoneNumber,Rating,NumberofRatings
1557,Gandhi Road,"No 89/2, Gandhi Road, Beside Vasanth & Co, Arakkonam, Tamil Nadu, 631001",Tamil Nadu,10:30 AM to 09:30 PM,9953790215,5.0,349
1558,Vadavalli,"No 1/357, Mullai Nagar, Pn Pudur, Vadavalli, Opposite Vallalar Hospital, Coimbatore, Tamil Nadu, 641041",Tamil Nadu,10:30 AM to 09:30 PM,8447725590,4.8,704
1559,Mettupalayam Road,"No 85, Mettupalayam Road, Saibaba Kovil, Mettupalayam, Opposite Ganga Hospital & Saibaba Police Station, Coimbatore, Tamil Nadu, 641011",Tamil Nadu,10:30 AM to 09:30 PM,8929435239,4.9,621
1560,Seelanaickenpatti,"Ground Floor, No 37, Seelanaickenpatti Bypass, Mayura Complex, Seelanaickenpatti, Salem,Tamil Nadu, 636201",Tamil Nadu,11:00 AM to 09:30 PM,9899410611,4.9,1134
1561,Thootukudi,"#354, Ve Road, Near Indian Terrian, Thoothukudi, Tamil Nadu, 628002",Tamil Nadu,11:00 AM to 09:00 PM,9971143361,4.9,1113
1562,West Masi Street Madurai,"268, West Masi Street, Near Old Arya Bhavan Junction, Madurai Main, Madurai, Tamil Nadu, 625001",Tamil Nadu,11:00 AM to 09:30 PM,8447728718,4.9,1788
1563,Villivakkam,"102/21 , Methu Street, Villivakkam, Opposite Bharat Petrol Pump, Chennai, Tamil Nadu, 600049",Tamil Nadu,11:00 AM to 09:30 PM,9899411027,4.9,482
1564,Avadi,"#689, Cth Road, Avadi, Avadi, Next To Poorvika, Chennai, Tamil Nadu, 600054",Tamil Nadu,10:30 AM to 09:30 PM,9821311610,4.9,1957
1565,"Redhills Road, Ambattur","No 128 , Redhills Main Road, Palaniyappa Nagar, Pudur, Ambattur, Opposite Emmanuel Methodist Matriculation Higher Secondary School, Chennai, Tamil Nadu, 600053",Tamil Nadu,10:30 AM to 09:30 PM,8447728572,4.9,1291
1566,Medavakkam,"Plot#139, Vgp Vimala Nagar, Medavakkam, Chennai, Tamil Nadu, 600100",Tamil Nadu,11:00 AM to 09:00 PM,9810701602,4.9,1032
1567,Puddukottai,"Ground Floor, No 3942, Ward No 28, Keezha Raja Veethi, Puddukottai, Tamil Nadu, 622001",Tamil Nadu,11:00 AM to 09:00 PM,8929613870,4.9,1404
1568,Ayapakkam,"No 578/A,578/2, Village Ambattur, Ayyapakkam Road, Ambattur Taluk, Tiruvallur District, Next To Nayara Petrol Bunk, Chennai, Tamil Nadu, 600077",Tamil Nadu,10:30 AM to 09:30 PM,8929310237,4.9,967
1569,Kanchipuram,"Shop No 43A/77, Ground Floor, Gandhi Road, Kanchipuram, Opposite Punjab National Bank, Kanchipuram, Tamil Nadu, 631501",Tamil Nadu,11:00 AM to 09:00 PM,8130880300,4.9,1120
1570,Pallavaram,"7/9, Pammal Main Road, Opposite Radiance Pride, Pallavaram, Muthamizh Nagar, Pammal, Chennai, Tamil Nadu, 600075",Tamil Nadu,11:00 AM to 09:30 PM,8800171520,4.9,1277
1571,Villupuram,"No 510, East Pondy Road, Near Sacred Heart Convent, Villupuram, Tamil Nadu, 605602",Tamil Nadu,11:00 AM to 09:00 PM,8447745956,4.9,858
1572,Aerohub Airport Mall,"No 1045, Aerohub, MLCP Block, Chennai International Airport, GST Road, Meenambakkam, Chennai, Tamil Nadu, 600027",Tamil Nadu,11:00 AM to 10:00 PM,8743814920,4.9,1286
1573,Royapuram,"Municipal Door No 127/2, Mannarsamy Koil Street, Royapuram, Near Gk Jain School, Chennai, Tamil Nadu, 600013",Tamil Nadu,11:00 AM to 09:30 PM,7428891077,4.9,1441
1574,Udumalpet,"197 Palani Road, Udumalpet, Udumalpet, Tiruppur, Tamil Nadu, 642126",Tamil Nadu,11:00 AM to 09:00 PM,8929608396,4.9,1136
1575,Flagship Store at Ambattur,"Old No 605A, New No 490, Mth Road, Ambattur, Opposite Singapore Shopping, Chennai, Tamil Nadu, 600053",Tamil Nadu,10:30 AM to 09:30 PM,7428891080,4.9,2036
1576,Annanagar East,"G/A, F/36, Kg Galaxy, 2Nd Avenue, , Annanagar East, Near Naidu Hall, Chennai, Tamil Nadu, 600102",Tamil Nadu,11:00 AM to 09:30 PM,7428891082,4.9,1627
1577,Thoppampatti,"295/1, Thirumala Avenue, Mettupalayam Road, Thoppampatti Pirivu, Rakkipalayam Post, Coimbatore, Tamil Nadu, 641017",Tamil Nadu,10:30 AM to 09:30 PM,9873981691,5.0,297
1578,Guduvanchery,"Shop No 116, Gst Road, Chengalpattu, Next To Chellamani & Co, Guduvanchery, Tamil Nadu, 603202",Tamil Nadu,11:00 AM to 09:30 PM,9773771650,4.9,2085
1579,Korattur,"Plot No 1163, 57Th Street Tnbh, Korattur, Near Korattur Bus Stand, Chennai, Tamil Nadu, 600080",Tamil Nadu,11:00 AM to 09:30 PM,8929443176,4.9,983
1580,Vinayagapuram,"Door Old 34, New 98, Redhill Road, Kalpalayam, Vinayagapuram, Next To Axis Bank, Chennai, Tamil Nadu, 600099",Tamil Nadu,11:00 AM to 09:30 PM,8929271728,4.9,1205
1581,Dharapuram Road,"167,169/133-134, Dharapuram Main Road, Opposite Usha Theater, Tiruppur, Tamil Nadu, 641604",Tamil Nadu,10:30 AM to 09:30 PM,7291017642,4.9,1092
1582,Taramani Road,"Plot No 13 & 14, Ramagiri Layout, Tharamani Link Road, Velachery, Near Indus Ind Bank, Chennai, Tamil Nadu, 600042",Tamil Nadu,11:00 AM to 09:30 PM,8587908958,4.9,1462
1583,Medical College Road,"203 /3AP, Medical College Road, Mangalapuram, Near Punjab National Bank, Thanjavur, Tamil Nadu, 613007",Tamil Nadu,11:00 AM to 09:30 PM,8447932962,5.0,1612
1584,Nexus Vijaya Mall,"Shop No 203, Second Floor, Nexus Vijaya Mall 183, Arcot Road, Vadapalani, Chennai, Tamil Nadu, 600026",Tamil Nadu,11:00 AM to 10:00 PM,8377901404,4.9,2486
1585,Neelankarai,"No 349, East Coast Road, Neelankarai, Near K L Hospital, Chennai, Tamil Nadu, 600115",Tamil Nadu,11:00 AM to 09:30 PM,8929440543,4.9,1157
1586,Pondy Bazar,"5/1& 4/1, Theyagaraya Road, T Nagar, Pondy Bazar, Opposite Grand Grt Hotal, Chennai, Tamil Nadu, 600017",Tamil Nadu,11:00 AM to 09:30 PM,8929338623,4.9,2192
1587,City Centre Mall Mylapore,"1st Floor, City Centre Mall, Dr Radhakrishnan Salai, Mylapore, Chennai, Tamil Nadu, 600004",Tamil Nadu,11:00 AM to 09:30 PM,9953881476,4.9,45
1588,Avinashi Road,"266/460, Avinashi Road, Tiruppur, Tamil Nadu, 641602",Tamil Nadu,10:30 AM to 09:30 PM,8929715195,4.9,1434
1589,Maraimalai Nagar,"Hig 31, Nh 1, Vallal Mgr Road, Maraimalai Nagar, Kanchipuram, Chengalpattu, Maraimalai Nagar, Next To Spencers Super Market, Chennai, Tamil Nadu, 603204",Tamil Nadu,11:00 AM to 09:30 PM,8130901617,4.9,976
1590,Brookefields Mall,"Shop No 67-71, Brookefields Mall, Krishna Swamy Road, Coimbatore, Tamil Nadu, 641001",Tamil Nadu,10:30 AM to 09:30 PM,9873935080,5.0,133
1591,Mylapore,"Shop No 90, Ground Floor, Ganesha Towers, Dr Radha Krishnan Salai, Mylapore, Near Pnb, Chennai, Tamil Nadu, 600004",Tamil Nadu,11:00 AM to 09:30 PM,7428891098,4.9,1683
1592,ECR Chennai,"New No 78 & Old No 53, Muttukadu Road, Thiruvanmiyur, Near Rto Office, Chennai, Tamil Nadu, 600041",Tamil Nadu,11:00 AM to 09:30 PM,7290891418,4.9,946
1593,Tank Street,"Municipal No 17/A, Grs Complex, Tank Street, Near Gunam Super Speciality Hospital, Hosur, Tamil Nadu, 635109",Tamil Nadu,11:00 AM to 09:00 PM,7428890154,4.8,1214
1594,Himayat Nagar,"3-6-110/1,2,3 Shop No 1, Ground Floor, Anand Arcade, Himayath Nagar, Opposite Tata Motors, Hyderabad, Telangana, 500029",Telangana,11:00 AM to 09:30 PM,7065078535,4.9,1159
1595,Neredmet,"H No 37 74/11/1, Plot No E-62, Survey No 218/1/3, Jj Nagar Ramakrishnapuram, Malkajgiri Municipality And Mandal Ranga Reddy, Neredmet, Hyderabad, Telangana, 500094",Telangana,11:00 AM to 09:30 PM,7290097285,4.9,2185
1596,Vikrampuri,"Plot No 6 S, Nos 60 6162/1, New Vasavi Colony, Second Venture Kakaguda, Village Secunderabad Cantonment Area, Vikrampuri, Hyderabad, Telangana, 500015",Telangana,11:00 AM to 09:30 PM,8929436583,4.9,921
1597,Shadnagar,"18-390-1, 2F, Viduth Colony, Pargi Road, Near Bike Bazar, Shadnagar, Telangana, 509216",Telangana,11:00 AM to 09:30 PM,8447732561,4.8,185
1598,Kamareddy,"House 5-3-98, Old Nh7 Road, Old Nh7 Road, Opposite Muncipal Office, Kamareddy, Telangana, 503111",Telangana,11:00 AM to 09:00 PM,8929306570,4.9,689
1599,DSL Virtue Mall,"FF 02 & 03, First Floor, DSL Virtue Mall, Ramanthapur Main Road, Ida Uppal, Near Uppal Metro Station, Hyderabad, Telangana, 500039",Telangana,11:00 AM to 10:00 PM,8929871420,4.9,1523
1600,Beeramguda,"Plot No 8/B, H No 14-81/13/8/B/A/1, Raghavendra Colony, Beeramguda, Ramachandrapuram, Hyderabad, Telangana, 502032",Telangana,11:00 AM to 09:30 PM,9667226227,4.9,2445
1601,"Flagship Store At Vanasthalipuram Main Road, Hyderabad","H No 5-5858/1(New), 5-5-511(Old), Plot No 27 &30, Ward No 05, Chintalknta Of Sahebnagar, Kjurd Village, Hyathnagar Mandal, Ranga Reddy District,Vanasthalipuram, Hyderabad,Telangana, 500074",Telangana,11:00 AM to 09:30 PM,8744052756,4.9,1704
1602,Begumpet,"Property No 1/11/222/D/3, Sp Road, Begumpet, Opposite Hdfc Bank, Near Shopper Stop, Secunderabad, Telangana, 500016",Telangana,11:00 AM to 09:30 PM,7428891117,4.7,569
1603,Champapet,"Shop No 17/1/383/N/80/31, Block No 1, Brindavan Colony Nagar, Champapet, Opposite Manda Ram Reddy Garden, Hyderabad, Telangana, 500079",Telangana,11:00 AM to 09:30 PM,7428891122,4.9,1263
1604,Alwal Suchitra Hyderabad,"Shop No 5-77/26/31, Bhavani Nagar Old Alwal, Opposite Bhatah Petrol Bunk Ig Statue, Loyola College Road, Old Alwal, Secunderabad, Telangana, 500010",Telangana,11:00 AM to 09:30 PM,9643812608,4.9,160
1605,LB Nagar,"Plot No 124 In Survey No 64, Ward No 3, Block No 8, Door No 3-11-22, Sri Enclave, Suvidha Arcade, Rtc Colony, Lb Nagar, Bahadurguda, Hyderabad, Telangana, 500074",Telangana,11:00 AM to 09:30 PM,9319372707,4.9,1703
1606,Nagole Hyderabad,"Plot No 24, H No 23-39/24, Ground Floor, Sharada Plaza, Bharath Petroleum Lane, Near Nagole X Road, Nagole Circle, Uppal Mandal, Medchal Malkajgiri, Hyderabad, Telangana, 500068",Telangana,11:00 AM to 09:30 PM,9643702844,5.0,46
1607,Kukatpally,"D#12-6-2/216, P#1 Sy#577, Ground Floor, Kukatpally, Opposite Bjp Office, Hyderabad, Telangana, 500072",Telangana,11:00 AM to 09:30 PM,7303423424,4.6,431
1608,Serilingampally Mandal Kondapur,"Door No 4-1382, Raja Rajeswara Nagar, Kondapur Village, Serilingampally Mandal, Ranga Reddy, Kondapur, Telangana, 500084",Telangana,11:00 AM to 09:30 PM,8929808351,3.9,16
1609,ECIL Radhika,"Victory Plaza, Plot No 11 Extension, Ecil X Main Road, Khushaiguda, Khushaiguda, Opposite Sbi Bank, Hyderabad, Telangana, 500062",Telangana,11:00 AM to 09:30 PM,8929261828,4.9,2225
1610,"MG Road, Warangal","Shetter No 3, 11-26-226, Islamia Complex, M G Road, Opposite Mgm Hospital Gate No 1, Warangal, Telangana, 506007",Telangana,11:00 AM to 09:00 PM,9319368930,4.9,1670
1611,Sattva Necklace Mall,"Shop No 9A, Ground Floor, Sattva Necklace Mall, Municipal No 8 To 32/395, Survey No 33 To 39/85/1, Ward No 6 Block 6 Plot No 1, Kavadiguda, Secunderabad, Telangana, 500080",Telangana,11:00 AM to 09:30 PM,7065045220,4.9,669
1612,Malakpet,"Shop No 16/10/27/105/7/4/1, Tirumala Pride, Main Road, Malakpet, Opposite Bajaj Electronics, Hyderabad, Telangana, 500036",Telangana,11:00 AM to 09:30 PM,7428891146,4.8,705
1613,Kalasiguda,"Shop No 1,7 & 396, Sandhu Apartment, Jain Estate, Kalasiguda, Secunderabad, Kalasiguda, Opposite Incredible One Hotel & Nanking Hotel Parklane, Hyderabad, Telangana, 500003",Telangana,11:00 AM to 09:30 PM,7428890087,4.9,1085
1614,Adikmet,"House No 1/9/670/69, Ground Floor, Srt Quarters, Vidya Nagar, Adikmet, Near Apollo Pharmacy, Hyderabad, Telangana, 500044",Telangana,11:00 AM to 09:30 PM,7428891147,4.9,1815
1615,Kondapur 2,"Ground Floor, D No 1-112, Kondapur S2 & S1, Chandanagar, Hyderabad, Telangana, 500084",Telangana,11:00 AM to 09:30 PM,9582251897,4.2,149
1616,Kukatpally,"Mig 42, Ground Floor, Kphb Phase 1, Dharma Reddy Colony, Kukatpally, Opposite Jntu, Hyderabad, Telangana, 500072",Telangana,11:00 AM to 09:30 PM,7428890093,4.8,3971
1617,West Marredpally,"Building No, 3 & 6,101/C/1J, H/228, Chiranjeevi Apartment, West Marredpally Road, Boosareddy Guda, Aswini Colony, West Marredpally, Beside Apollo Pharmacy, Hyderabad, Telangana, 500026",Telangana,11:00 AM to 09:30 PM,7303425426,4.9,509
1618,Shivam Road,"H No 2/2/647/3/A/3, Ground Floor, Shivam Road, Amberpet, Aphb Colony, New Nallakunta, Near Pizza Hut, Hyderabad, Telangana, 500044",Telangana,11:00 AM to 09:30 PM,9319365277,4.9,2107
1619,Flagship Store Shamsahbad,"23/65/1, Madhura Nagar, Shamsahabad, Rangareddy, Hyderabad, Telangana, 501218",Telangana,11:00 AM to 09:30 PM,9319364363,4.9,969
1620,Madhapur,"H No 1-90/20/G/1, Sai Siddartha Complex, Metro Pillar No 1760, Main Road, Madhapur, Metro Pillar No 1760, Hyderabad, Telangana, 500081",Telangana,11:00 AM to 09:30 PM,7428890107,4.9,3983
1621,Himayat Nagar,"Shop No 3, 6/564/5 To 8, Circle, Himayat Nagar, Ap State Housing Board, Himayat Nagar, Near Mc Donald Brand Factory, Hyderabad, Telangana, 500029",Telangana,11:00 AM to 09:30 PM,7428890115,4.8,2126
1622,Sainikpuri Hyderabad,"Plot Bearing Nos 01 and 02, Survey No 218 1, ECIL Road, Sainikpuri, Secunderabad, Hyderabad, Telangana, 500094",Telangana,11:00 AM to 09:30 PM,6305691865,,
1623,Sanjeeva Reddy Nagar,"262/3Rt, Ground Floor, Mn Reddy Classic, Sr Nagar, Sanjeeva Reddy Nagar, Opposite Himalaya Book World, Hyderabad, Telangana, 500038",Telangana,11:00 AM to 09:30 PM,7428890123,4.9,4263
1624,BN Reddy Nagar,"Ground Floor, Shop No 1, Old Court Building, Nagarjun Sagar Road, Omkar Nagar, Beside Hp Petrol Pump & Old Court Building, Hyderabad, Telangana, 500070",Telangana,11:00 AM to 09:30 PM,9319360961,4.9,1134
1625,Ameenpur Main Road,"Plot No 3, Chanda nagar, Serilingampally Mandal, Ranagreddy dist, Ameenpur, Hyderabad, Telangana, 502032",Telangana,11:00 AM to 09:30 PM,9643806413,4.7,955
1626,Mancherial Road,"Om Sri Sai Retail, Alta Mohan Reddy, Door No 1-3-131/11/2, Raja Rajeshwari Garderns Buildings, Mancherial Road, Opposite Axis Bank, Nirmal, Telangana, 504106",Telangana,11:00 AM to 09:00 PM,9311773717,4.9,405
1627,MG Road Secunderabad,"Pb 1549, M G Road, Kalasiguda, Secunderabad, Mg Road, Opposite Paradise Hotel, Hyderabad, Telangana, 500003",Telangana,11:00 AM to 09:30 PM,7303181182,4.9,674
1628,Padma Rao Nager,"Shop No 1, Ground Floor, H No 6, 1-344/16, Padmarao Nagar, Secunderabad, Telangana, 500025",Telangana,11:00 AM to 09:30 PM,8929149051,4.9,724
1629,Nagaram,"Sy No 25/A, Rampally X Road, Nagaram Main Road, Kundanpally, Secundrabad, Telangana, 500083",Telangana,11:00 AM to 09:30 PM,9582463650,4.9,879
1630,Gachibowli Service Road,"Ground Floor, Commercial Complex, Plot No 138 &139, Satyanarayana Arcade, Gachibowli, Hyderabad, Telangana, 500032",Telangana,11:00 AM to 09:00 PM,9582500516,4.9,758
1631,Mahabubnagar,"8-6-237/3, Padmavathi Colony, Padmavathi Colony, Mahabubnagar, Telangana, 509001",Telangana,11:00 AM to 09:00 PM,8929274204,4.9,700
1632,Mamatha signal,"4-2-810, Ground Floor, CPI Office, Mamatha Hospital Road Signal, Beside Ibacco Ice Cream, Kaviraj Nagar, Wyraroad, Khammam, Telangana, 507002",Telangana,11:00 AM to 09:30 PM,9582524903,5.0,623
1633,Tolichowki,"House No 8-1-523/95, Brindavan Colony, Beside Masqati, Tolichowki, Hyderabad, Telangana, 500008",Telangana,11:00 AM to 09:30 PM,7428890170,4.8,1135
1634,Banjara Hills 2,"D No 8-2-626/5, Shop No-G5A, Reliance Classic Building, Road No 1, Banjara Hills",Telangana,11:00 AM to 09:30 PM,9711641453,4.8,253
1635,Miyapur,"Nuk Amrutha Estates, Nh65, Opposite Kfc, Ambedkar, Nagar, Miyapur, Beside Dominos Pizza, Miyapur, Telangana, 500049",Telangana,11:00 AM to 09:30 PM,8929082056,4.9,2511
1636,Somajiguda,"6-3-927/A&B, Ground Floor, Shobhan Building, Somajiguda, Raj Bhavan Road, Hyderabad, Telangana, 500082",Telangana,11:00 AM to 09:30 PM,9643821496,4.7,516
1637,New Safilguda,"D No 24-88/40/1, East Anand Bagh, Safilguda, Opposite Fortune Honda Showroom, Hyderabad, Telangana, 500047",Telangana,11:00 AM to 09:30 PM,8929331321,4.9,2065
1638,Malkajgiri,"Shop No 3/238, Maruthi Nagar, Malkajgiri, Hyderabad, Telangana, 500047",Telangana,11:00 AM to 09:30 PM,7428891216,4.8,2173
1639,Attapur,"Shop No 4/3/164, Ring Road, Attapur, Opposite Pillar No 138, Hyderabad, Telangana, 500048",Telangana,11:00 AM to 09:30 PM,7428891219,4.3,601
1640,Gudimalkapur,"Shop No 13-6-439/1/A/111/7, Balaji Nagar, Mehdipatnam Ring Road, Gudimalkapur, Near Pillar No 75, Hyderabad, Telangana, 500006",Telangana,11:00 AM to 09:30 PM,8929344590,4.7,338
1641,Karimnagar,"2-6-299, A K Estate, Mishra Complex, I B Road, Mukarampur, Beside Centro Mukarampur, Karimnagar, Telangana, 505001",Telangana,11:00 AM to 09:00 PM,8929186813,4.9,2357
1642,Sarath City Capital Mall,"Shop No 99, Ground Floor, Kondapur, Sarath City Capital Mall, Opposite Vision Express, Hyderabad, Telangana, 500032",Telangana,11:00 AM to 09:30 PM,7428891227,4.6,862
1643,Pragati Nagar,"Ground Floor, Gev Tulasi Building 132, Pragati Nagar Main Road, Pragati Nagar, Hyderabad, Telangana, 500090",Telangana,11:00 AM to 09:30 PM,9582051505,4.5,499
1644,Kothagudem,"3-1-235, Vidyanagar Colony Road, Vidyanagar Colony, Beside Hp Gas Office, Kothagudem, Telangana, 507101",Telangana,11:00 AM to 09:00 PM,8929174296,4.9,878
1645,Habsiguda,"House No 1-65A/8, On Plot No 7, New No 1-4-53/1, Street No 8, Habsiguda, Hyderabad, Telangana, 500007",Telangana,11:00 AM to 09:00 PM,8588802587,4.7,1567
1646,Financial District,"S No-142, Sri Sai Gayatri Towerss, Financial District, Nanakramgudaa, Financial District, Hyderabad, Telangana, 500032",Telangana,11:00 AM to 09:30 PM,7838671500,4.8,1109
1647,Kaveri Hills Madhapur,"Plot No 27 & 28, Guttala Begumpet Village, Kavujri Hills, Phase 1, Seringampally Revenue Mandal, Rangareddy Dist, Hyderabad, Telangana, 500081",Telangana,11:00 AM to 09:30 PM,9711869741,4.9,623
1648,Patancheruvu,"H No 25 & 35/4, On Plot No 1 & 2 In Survey No.167, Ramachandrapuram, Patancheruvu, Beside Icici Bank, Hyderabad, Telangana, 502032",Telangana,11:00 AM to 09:30 PM,7838290268,4.9,3155
1649,Uppal Depot,"Shop No 2, House No 9/14/2/1, Main Road, Sriram Nagar Colony, Opposite Eden Garden Church, Hyderabad, Telangana, 500092",Telangana,11:00 AM to 09:00 PM,7428890200,4.7,694
1650,Vanasthalipuram,"House No 6/4/3 MIG, LOT Building, Plot No 35, Vanasthalipuram Police Station Road, Opposite Indian Post Office, Hyderabad, Telangana 500070",Telangana,11:00 AM to 09:00 PM,7428890201,4.7,1393
1651,Old Bowenpally,"Mlr Towers Sy No 110, Plot No 2, & No 6-R6-60, Centre Point, New Bowenpally, Hyderabad, Telangana, 500011",Telangana,11:00 AM to 09:30 PM,8929345155,4.9,1526
1652,Suncity,"Ground Floor, House No 7-17/6, Suncity Main Road, Suncity, Opposite Lucid Medical Diagnostics, Hyderabad, Telangana, 500091",Telangana,11:00 AM to 09:30 PM,8929162484,4.2,270
1653,Tirumalagiri,"Sy 26, Tirumalagiri, Secunderabad, Beside Mahindra Show Room, Hyderabad, Telangana, 500015",Telangana,11:00 AM to 09:30 PM,9582528860,4.9,214
1654,Diamond Hills,"2-1/6&2-1/6A, Ground Floor, Fantasy Square, Diamond Hills, Serlingampally, Gachibowli, Hyderabad, Telangana, 500081",Telangana,11:00 AM to 09:30 PM,8307197198,4.9,1642
1655,"SD Road, Secunderabad","H No 9-1-122 & 123/1, Sd Road, Scunderabad, Sd Road, Scunderabad, Beside Dcb Bank, Hyderabad, Telangana, 500003",Telangana,11:00 AM to 09:30 PM,7838194852,4.8,495
1656,Sangareddy,"Main Road, Near Gokul Hospital, Opposite Tscpdcl Office, Sangareddy, Telangana, 502001",Telangana,11:00 AM to 09:00 PM,7838235693,4.8,767
1657,Punjagutta,"House No 6-3-696, G2, Ground Floor, Punjagutta Main Road, Panjagutta, Metro Pillar Number A 1103, Hyderabad, Telangana, 500029",Telangana,11:00 AM to 09:30 PM,8929334354,4.8,333
1658,Mallapur,"House No 3-498/1/1/3, Ground Floor, Plot No 3, Situated Mallapur Village, Uppal Mandal, Kapra Circle, Mallapur, Hyderabad, Telangana, 500076",Telangana,11:00 AM to 09:30 PM,8929340390,4.9,465
1659,Yousufguda,"House No 8-3-231/4/7, Lakshmi Plaza, Metro Piller #C1549, Opposite HDFC Bank, Sri Krishna Nagar, Yousufguda, Hyderabad, Telangana, 500045",Telangana,11:00 AM to 09:30 PM,7291084985,4.8,181
1660,Kokapet,"Plot No 2 & 3, Brundavan Colony, Gandipet Main Road, Narsingi, Kokapet, Hyderabad, Telangana, 500075",Telangana,11:00 AM to 10:00 PM,7291083948,4.9,319
1661,Nacharam,"Emr Complex No 4-1-91/6, Bhavani Nagar, Nacharam Main Road, Nacharam, Nacharam, Hyderabad, Telangana, 500076",Telangana,11:00 AM to 09:30 PM,9319365940,4.8,982
1662,Kushaiguda,"Plot Bearing No 2/A, Survey No 215, 216, 217, 218 And 222, Chakripuram, Kushaiguda, Under Kapra Municipality, Keesara Mandal, Ranga Reddy District, Hyderabad, Telangana, 500",Telangana,11:00 AM to 09:30 PM,9582593828,4.9,1965
1663,Kothapet Nagole Road,"1-1-62/5 Shrungeri Colony, Mohan Nagar, Kothapet Nagole Road, Hyderabad, Telangana, 500035",Telangana,11:00 AM to 09:30 PM,8929607657,4.9,1070
1664,Nayeem Nagar,"2-2-122, Ground Floor, Mkm Complex, Nayeem Nagar, Warangal Urbon, Hanamkonda, Telangana, 506009",Telangana,11:00 AM to 09:00 PM,8929277341,4.9,2331
1665,Flagship Store at Gachibowli,"G2, Vaishnavi Tanmai Plaza, 10 Roads, Gachibowli, Near Hp Petrol Bunk, Opposite Rttc, Hyderabad, Telangana, 500032",Telangana,11:00 AM to 09:30 PM,7428891268,4.7,2411
1666,Banjara Hills,"Ghmc 8-2- 681 & 681/1, Road No 12, Ghmc, Banjara Hills, Opposite Himalaya Book World, Hyderabad, Telangana, 500034",Telangana,11:00 AM to 09:30 PM,8929345305,4.9,192
1667,Nalgonda,"H No 6-2-892/2, Ground Floor, Meerbagh Colony, Hyderabad Road, Beside Union Bank, Nalgonda, Telangana, 508001",Telangana,11:00 AM to 09:00 PM,7428891141,4.8,423
1668,Siddipet,"H No 18-28/9 Street No 6, Adharsh Nagar, Hyderabad Road, Opposite Ratnadeep Supermarket, Siddipet, Telangana, 502103",Telangana,11:00 AM to 09:00 PM,7428891235,4.9,906
1669,New Kachiguda,"3-4-1081, Kachiguda Station Road, Barkatpura, Kachiguda, Near Kachiguda Signal, Hyderabad, Telangana, 500027",Telangana,11:00 AM to 09:30 PM,8929136909,4.9,1702
1670,Jubilee Hills,"Municipal No 8/2/293/82/A471, Road No 36, Jubilee Hills, Near Jubilee Police Station, Hyderabad, Telangana, 500033",Telangana,11:00 AM to 09:30 PM,7428891279,4.6,475
1671,Narsingi,"Plot # 68A, Alkapur Road # 7, Puppal Guda, Opposite Celebrations Function Hall, Hyderabad, Telangana, 500089",Telangana,11:00 AM to 09:30 PM,9582951671,4.9,993
1672,Karmanghat,"House No.10-1-81/1/2A & 10-1-81/1/3, Plot No 9, In Survey No 22 Part, Situated At Raghavendra Nagar Colony, Lingojiguda Village, Saroornagar Revenue Mandal, Under GHMC L B Nagar Circle, Ranga Reddy Di",Telangana,11:00 AM to 09:30 PM,8744095253,4.9,2125
1673,Hydernagar,"Dno-16-2-M/14/G1, Ground Floor, Sai Plaza, Charma Reddy Colony, Phase II, Hydernagar Village, Opposite Rainbow Children'S Hospital, Kukatpally, Hyderabad, Telangana, 500085",Telangana,11:00 AM to 09:30 PM,8929496181,4.8,604
1674,Tarnaka,"Ground Floor, House No 12-5-35/A/C, Taranaka, Tarnaka, Secunderabad, Telangana, 500007",Telangana,11:00 AM to 09:30 PM,8929435455,4.9,656
1675,Malaysian Townshiop,"VI KPHB Colony, Malaysian Townshiop, Kukatpally Village & Mandal, Under GHMC Kukatpally Circle, Medchal Malkajgiri, Ranga Reddy District, Hyderabad, Telangana, 500085",Telangana,11:00 AM to 09:30 PM,8743084107,4.8,429
1676,HMT Hills Pragathinagar,"Flat No G, 2, Pragathi Nagar Road, Addagutta Society, HMT Hills, Beside Eenadu Bank, Jal Vayu Vihar, Kukatpally, Hyderabad, Telangana, 500085",Telangana,11:00 AM to 09:30 PM,9582494863,5.0,86
1677,Quthbullapur,"Plot No 6, Ground Floor, Ganesh Housing Colony, Suchitra X Roads, Quthbullapur, Hyderabad, Telangana, 500067",Telangana,11:00 AM to 09:30 PM,8588809804,4.9,1644
1678,Gaddiannaram,"16-2-754/A/1/A, Asmangad Malakpet 6 Circle, Gaddiannaram, Beside Rajesh Dental Specialities, Hyderabad, Telangana, 500036",Telangana,11:00 AM to 09:30 PM,8929185505,4.9,1476
1679,Allwyn Colony,"Ground Floor, House No 2-22-88/2/A, Allwyn Colony, Situated Vijayanagar Colony, Enadu Society, Kukatpally, Near Patel Kunta Huda Park, Hyderabad, Telangana, 500072",Telangana,11:00 AM to 09:30 PM,8447911308,4.9,565
1680,New Friends Colony,"13-6-798/1/21, New Friends Colony, Langar Houz, New Friends Colony, Beside Bapughat, Hyderabad, Telangana, 500008",Telangana,11:00 AM to 09:30 PM,8929335385,4.8,414
1681,Hyderguda,"Ground Floor, Baba Towers, Tilak Road, King Koti, Hyderguda, Beside Bakezone, Hyderabad, Telangana, 500048",Telangana,11:00 AM to 09:30 PM,8447730260,4.9,2084
1682,Mancherial,"12-656, Reddy Colony, Highway Road, Mancherial, Beside Fire Station, Mancherial, Telangana, 504208",Telangana,11:00 AM to 09:00 PM,8588814902,5.0,1527
