number,Name,Address,Location,Timings,PhoneNumber,Rating,NumberofRatings
1683,Khammam,"15/9/542, Swarna Palace, Wyra Road, Yedulapuram, Beside Icici Bank, Khammam, Telangana, 507002",Telangana,11:00 AM to 09:00 PM,7428890277,4.9,869
1684,Kapra,"House No 3-30/1, Plot No1, Sri Nagar Colony, Kapra Village & Mandal, Medchal District, Kapra, Hyderabad, Telangana, 500062",Telangana,11:00 AM to 09:30 PM,8929289540,4.9,1509
1685,Dilsukh Nagar,"16-11-741/C/13/5, Ground Floor, Vijetha Royal Empire, Indira Nagar, Dilsukh Nagar, Opposite Ram Raj Cotton, Hyderabad, Telangana, 500036",Telangana,11:00 AM to 10:00 PM,8826021555,4.7,631
1686,Vivekananda Nagar,"House No 3-6-23/4, Plot No 297, Survey Numbers 137&139, Bagh Ameeri Village, Balanagar Madal, Kukatpally Cricle Ghmc, Ranga Reddy, Vivekananda Nagar, Beside Partha Dental Clinic, Hyderabad, Telangana,",Telangana,11:00 AM to 09:30 PM,8929808349,4.8,647
1687,Alwal,"171 12, Nr Temple, Alwal Village, Ghmc, Alwal Circle, Malkajgiri Mandal, Ranga Reddy, Alwal, Beside Partha Dental Clinic, Hyderabad, Telangana, 500010",Telangana,11:00 AM to 09:30 PM,9319359590,4.9,3564
1688,Manikonda,"House No 8-1-284/Ou/20, Ground Floor, Ou Colony, Shaikpet, Manikonda, Near Naturals Saloon, Hyderabad, Telangana, 500008",Telangana,11:00 AM to 09:30 PM,7428891346,4.7,804
1689,Nallagandla,"Ground Floor, Ghmc 7-7/205, Nallagandle, Near Reliance Digital, Nallagandle, Hyderabad, Telangana, 500019",Telangana,11:00 AM to 09:30 PM,9821221604,4.4,1024
1690,Serilingampally,"Plot No3, Huda Trade Centre, Seri Nallagandla Village, Serilingampally Mandal And Municipality, Ranga Reddy District, Hyderabad, Telangana, 500019",Telangana,11:00 AM to 09:30 PM,8512831415,4.9,484
1691,Kukatpally 2,"Mig 161, Ground Floor, Road No 1, Kphb Colony, Kukatpally 2, Opposite Holistic Hospital, Hyderabad, Telangana, 500072",Telangana,11:00 AM to 09:30 PM,7428891359,4.8,1134
1692,Banjara Hills,"Mch No 6/3/348/B/201A, Ground Floor, Bke Owners Society, Road 1, Banjara Hills, Opposite Vangal Rao Park, Hyderabad, Telangana, 500034",Telangana,11:00 AM to 09:30 PM,7428891055,4.4,284
1693,Chanda Nagar,"Shop No 2/105, C F2/F3, United Chambers, Near The Chennai Shopping Mall, Sri Ram Nagar Colony, Chanda Nagar, Hyderabad, Telangana, 500050",Telangana,11:00 AM to 09:30 PM,7291823140,4.5,424
1694,Nizamabad,"1-13-14,Vinayaka Nagar, Vinayaka Nagar, Opposite Bajaj Electronics, Nizamabad, Telangana, 503003",Telangana,11:00 AM to 09:00 PM,8826643365,4.8,537
1695,GSM Mall,"Shop No Ff 101, First Floor, Gsm Mall, Madinaguda, Miyapur, Opposite My Home Jewel Apartments, Hyderabad, Telangana, 500049",Telangana,11:00 AM to 09:30 PM,8588891355,4.9,654
1696,Puppalguda Shaikpet,"Plot No 40 & 41, Shop No 4-3/40/41/S2/A/1, S S Tower, Friends Colony, Puppalguda, Hyderabad, Telangana, 500089",Telangana,11:00 AM to 09:30 PM,8929338663,4.9,648
1697,Shantosh Nagar,"&#34, Khaja Estate, Shop No 2, Ground Floor, 17-1-376/3, Shantosh Nagar, Hyderabad, Telangana, 500059",Telangana,11:00 AM to 09:30 PM,8447743931,4.9,1961
1698,Himayath Nagar,"Flat No 3-6-365, Y V Rao Mansion 104&105, Himayatnagar Road, Gagan Mahal, Hyderabad, Telangana, 500029",Telangana,11:00 AM to 09:30 PM,8826001648,4.9,2082
1699,Botanical Garden,"H No 1-57/19, Sri Ram Nagar, Botanical Garden Road, Kondapur, Opposite Airtel Showroom, Hyderabad, Telangana, 500031",Telangana,11:00 AM to 09:30 PM,9818821647,4.8,1153
1700,Madeenaguda,"Shop No G2, Ground Floor, Kalyan Tulasi Ram Chambers, Madeenaguda, Opposite Croma & Allensolly, Hyderabad, Telangana, 500049",Telangana,11:00 AM to 09:30 PM,9971771565,4.9,2048
1701,Hanamkonda,"1-7-682/1, Ground Floor, Subedari, Warangal Urban, Opposit Woodland Showroom, Hanamkonda, Telangana, 506001",Telangana,11:00 AM to 09:00 PM,9810221364,4.9,2056
1702,Ramanthapur,"House No 3-11-65 & 68, Gokhale Nagar, Ramanthapur, Beside Raghavendra Tifins Center & Pharma Hub, Hyderabad, Telangana, 500013",Telangana,11:00 AM to 09:30 PM,8929174134,4.9,870
1703,"Chanda Nagar, BHEL","2-88, National Highway 65, Gangaram, Chanda Nagar Bhel, Opposite Karachi Bakery, Hyderabad, Telangana, 500050",Telangana,11:00 AM to 09:30 PM,9971711685,4.9,1513
1704,Uppal,"2 2 173, Ground Floor, Vijay Colony, Kv Rangreddy, Uppal, Near Gandhi Statue, Hyderabad, Telangana, 500039",Telangana,11:00 AM to 09:30 PM,8447743978,4.9,1098
1705,IDPL Chintal Main Road,"Ground Floor, House No 5 080, IDPL Chintal Main Road, Ranga Nagar Colony, Village Quthbullapur, Mandal, Quthbullapur, GHMC Gajularamaram Circle, Medchal Malkajgiri, Hyderabad, Telangana, 500055",Telangana,11:00 AM to 09:30 PM,9582385212,4.9,1091
1706,HGB Road,"54, Hari Ganga Basak Road, Paradise Chowmuhani, Opposite Pwd Office, Agartala, Tripura, 799001",Tripura,10:30 AM to 09:00 PM,7428890002,4.8,1687
1707,Krishna Nagar Agartala,"Plot No 6597, West Tripura Sadar Police Station, West Agartala Pargana Sadar, East Mouja, Near Sanghati Club, Krishna Nagar, Agartala, Tripura, 799002",Tripura,10:00 AM to 09:00 PM,8794715487,5.0,6
1708,Kashari Patty Road,"Ground Floor, House No 204955, Motor Stand Road, Kashari Patty Road, Agartala, Tripura, 799001",Tripura,10:30 AM to 09:00 PM,8743857691,4.8,791
1709,Dharmanagar,"Kali Bari Road, North Dharmanagar, Kali Bari Road, Opposite R C Jwellers, Dharmanagar, Tripura, 799250",Tripura,10:30 AM to 08:30 PM,8447917957,4.9,326
1710,Sector 133,"Shop No 3 & 4, Ground Floor, Paras One 33, Sector 133, Noida, Uttar Pradesh, 201304",Uttar Pradesh,11:00 AM to 09:00 PM,7065045166,4.9,620
1711,Qaiserbagh Lucknow,"Shop No 5, Tandon Building, Kaiser Bagh, Kaiser Bagh Crossing, Lucknow, Uttar Pradesh, 226001",Uttar Pradesh,11:00 AM to 09:30 PM,9643081427,4.8,1095
1712,Skardi Plaza,"Shop No 15 & 22, Skardi Plaza, Skardi Green Gold Links, Ghaziabad, Uttar Pradesh, 201002",Uttar Pradesh,11:00 AM to 09:00 PM,9873920763,5.0,132
1713,Ratankhand,"Cp 2/4, Crystal City Centre, Sharda Nadar Yojana, Ratankhand, Lucknow, Uttar Pradesh, 226012",Uttar Pradesh,11:00 AM to 09:30 PM,8447745330,4.9,1049
1714,Gomti Nagar,"1/99, Vinay Khand, Patrakaarpuram, Gomti Nagar, Near First Cry, Lucknow, Uttar Pradesh, 226010",Uttar Pradesh,11:00 AM to 09:30 PM,7303446447,4.9,2589
1715,Bahraich,"79, Digiha, Gonda Road, Near Agrasen Chowk, Bahraich, Uttar Pradesh, 271801",Uttar Pradesh,11:00 AM to 09:00 PM,9311773715,5.0,867
1716,Mau,"House No 266, B4 Ground Floor, Sahadatpura Pargana, Tehsil Sadar, Mau, Uttar Pradesh, 275101",Uttar Pradesh,10:00 AM to 09:00 PM,9654878010,4.9,176
1717,Alpha 2,"Shop No 37, 37A, 37 B, Ground Floor, KB Complex, Plot No LS-01, Sector-Alpha-02, Greater Noida, Gautam Buddh Nagar, Uttar Pradesh, 201308",Uttar Pradesh,11:00 AM to 09:30 PM,8743834885,4.9,574
1718,Shuklaganj,"16/1636 Rajdhani Marg, Gopinath Puram, Shukla Ganj, Near V-Mart, Kanpur, Uttar Pradesh, 209861",Uttar Pradesh,11:00 AM to 09:30 PM,9643921061,4.9,19
1719,Sigra,"D 62/48, First Floor, Sonia Road, Sigra, Bharat Sevashram Sangh, Varanasi, Uttar Pradesh, 221010",Uttar Pradesh,11:00 AM to 09:30 PM,7428890035,4.8,511
1720,Shaimar Garden,"Plot No 15, G1, Ground Floor, Block C, Shalimar Garden Extension 2, Sahibabad, Ghaziabad, Uttar Pradesh, 201005",Uttar Pradesh,11:00 AM to 09:30 PM,7303371372,4.9,885
1721,Indirapuram,"Shop No G2, Aditya Goldcrest, Vaibhav Khand, Indirapuram, Beside Narulas, Ghaziabad, Uttar Pradesh, 201014",Uttar Pradesh,11:00 AM to 09:30 PM,9319369533,4.9,1053
1722,Phoenix United Mall,"Cp 08, 1St Floor, Phoenix United Mall, Sector B, Lda Colony, Kanpur Road, Near Wildcraft, Lucknow, Uttar Pradesh, 226012",Uttar Pradesh,11:00 AM to 09:30 PM,7428891128,4.9,1539
1723,Barabanki Lucknow,"C18/40/242,Ground FLoor, Civil Lines, Barabanki, Lucknow, Uttar Pradesh, 225001",Uttar Pradesh,11:00 AM to 09:00 PM,9643662084,5.0,140
1724,Civil lines Ayodhya,"2/4/29/, Ground Floor, Civil Lines, Near Hanuman Garhi, Rikabganj, Ayodhya, Uttar Pradesh, 224001",Uttar Pradesh,10:00 AM to 09:00 PM,9643630264,5.0,61
1725,East Model Town Ghaziabad,"Ground Floor, Plot No 1, East Model Town, GT Road, Ghaziabad, Uttar Pradesh, 201001",Uttar Pradesh,11:00 AM to 09:30 PM,9582696394,5.0,32
1726,Jankipuram,"Plot No 31, 60 Feet Road, Jankipuram, Near Mulayam Tiraha, Lucknow, Uttar Pradesh, 226021",Uttar Pradesh,11:00 AM to 09:00 PM,9319371908,4.8,1448
1727,Sector 75 Noida,"Shop No 10C & 10D, Ground Floor, Block B, Spectrum Metro, Sector 75, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM,8929174102,4.9,778
1728,Ambedkar Road,"Shop No N 21, Nehru Nagar 3, Ambedkar Road, Adjacent To Banwari Lal Restaurant, Ghaziabad, Uttar Pradesh, 201001",Uttar Pradesh,11:00 AM to 09:30 PM,7428891144,4.9,709
1729,Garh Road,"Shop No 2, Ground Floor, Pinnacle Tower, Garh Road, Meerut, Uttar Pradesh, 250001",Uttar Pradesh,11:00 AM to 09:30 PM,8447820217,4.9,256
1730,Naini,"152/41, Moja Chak, Raghunath Parhana, Naini, Shankar Dhal, Prayagraj Tehsil Karchana, Naini, Near Shankar Dhal, Prayagraj, Uttar Pradesh, 211008",Uttar Pradesh,11:00 AM to 09:00 PM,8929280250,4.8,97
1731,Mall Road,"18/183, The Mall Road, Kurswan, Mall Road, Opposite Phoolbagh, Kanpur, Uttar Pradesh, 208001",Uttar Pradesh,11:00 AM to 09:30 PM,8929436466,4.9,459
1732,SGPGI,"Khasra No 1463, Sgpgi Market, Krishna Vihar Colony, Raibarelli Road, Eldeco Udhyan Ii, Sgpgi Market, Lucknow, Uttar Pradesh, 226014",Uttar Pradesh,11:00 AM to 09:30 PM,8447818451,4.8,707
1733,Grand Venice Mall,"Shop No 02, Lower Ground Floor, Grand Venice Mall, Site Iv Pari Chowk, Site Iv, Pari Chowk, Greater Noida, Uttar Pradesh, 201308",Uttar Pradesh,11:00 AM to 09:30 PM,9582351439,4.9,1055
1734,Gol Market,"B 939/B, D B S Tower, Sector A, Mandir Marg, Gole Market, Lucknow, Uttar Pradesh, 226006",Uttar Pradesh,11:00 AM to 09:30 PM,7303242243,4.9,1965
1735,Sadar Bazar,"T 4 Suraj Complex, 4 Taj Road, Sadar Bazar, Near Jio Retial Shop, Agra, Uttar Pradesh, 282001",Uttar Pradesh,11:00 AM to 09:30 PM,9319365057,5.0,1812
1736,Ashiyana,"H No K-833, Ashiyana Colony, Ashiyana, Near Pizza Hut, Lucknow, Uttar Pradesh, 226012",Uttar Pradesh,11:00 AM to 09:30 PM,7303283284,4.9,1632
1737,Rathyatra,"Shop No 4, 58, 53 & 54, Shivam Complex, Rathyatra Crossing, Rathyatra, Infront Of Kuber Complex, Varanasi, Uttar Pradesh, 221010",Uttar Pradesh,11:00 AM to 09:30 PM,9319375622,4.9,1559
1738,LuLu Mall,"Shop No H005, T5&T-Aajbb-2, Ansal Ape, Sushant Golf City, Sultanpur Road, Ansal Ape, Lulu Mall, Lucknow, Uttar Pradesh, 226030",Uttar Pradesh,11:00 AM to 10:00 PM,8929338626,4.9,1849
1739,"Sector E, Aliganj","Hig 65, Lower Ground Floor, Kapoorthala Road, Sector E, Aliganj, Opposite Keventers, Lucknow, Uttar Pradesh, 226024",Uttar Pradesh,11:00 AM to 09:30 PM,7428891176,4.8,1666
1740,Shastri Nagar,"Plot No 12/2, Ground/First Floor, Sector 2, Central Market, Shastri Nagar, Meerut, Uttar Pradesh, 250004",Uttar Pradesh,11:00 AM to 09:30 PM,8929345115,4.8,290
1741,Vibhuti khand,"G11, Ground Floor, Levana Cyber Heights, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh, 226010",Uttar Pradesh,11:00 AM to 09:30 PM,8929276236,4.9,1303
1742,Z Square Mall,"Shop No 16/113, G 28A, Ground Floor, Z Square Mall, M G Road, Near Bada Chauraha, Kanpur, Uttar Pradesh, 208001",Uttar Pradesh,11:00 AM to 10:00 PM,7428891178,4.8,762
1743,Thakurganj,"439/14, Hardoi Road, Thakurganj Chowk, Opposite City Montessori School, Lucknow, Uttar Pradesh, 226003",Uttar Pradesh,11:00 AM to 09:30 PM,8929342527,4.9,1046
1744,Golden I Noida,"Shop No 17A & 17, Block C, Ground Floor, Golden I, Plot No 11 Tech Zone 4, Greater Noida West, Noida, Uttar Pradesh, 201009",Uttar Pradesh,11:00 AM to 09:30 PM,1206385319,,
1745,Center Point Aligarh,"3/1, Ground Floor, Ghar Gopika, Samad Road, Center Point, Lekhraj Nagar, Aligahr, Uttar Pradesh, 202001",Uttar Pradesh,11:00 AM to 09:30 PM,7248388388,,
1746,Sector 141,"Ground Floor, Plot No 18, Block SH, Sector 141, Noida, Uttar Pradesh, 201305",Uttar Pradesh,11:00 AM to 09:30 PM,7291081798,4.9,269
1747,RDC Rajnagar,"Shop No 1 & 2, Advocate Chamber, Rdc Rajnagar, Near Bikanerwala, Ghaziabad, Uttar Pradesh, 201002",Uttar Pradesh,11:00 AM to 09:30 PM,7428891184,4.8,2515
1748,"Sector 3, Vasundhara","Shop No Ug 06, Ugf, Ksn Square, Plot No 12,13,14, Sector 3, Vasundhara, Ghaziabad, Uttar Pradesh, 201012",Uttar Pradesh,11:00 AM to 09:30 PM,8929347357,4.9,675
1749,Kapoorthla,"Hig 75, Sector E, Aliganj Scheme, Kapoorthla, Lucknow, Uttar Pradesh, 226024",Uttar Pradesh,11:00 AM to 09:30 PM,7291064565,4.9,666
1750,Golghar,"Ground Floor, MP Building, Golghar, Gorakhpur, Uttar Pradesh, 273001",Uttar Pradesh,11:00 AM to 09:30 PM,9582417974,4.9,323
1751,DD Puram,"Plot Number SA-116, Ground Floor, Deendayal Puram, Yojna B.D.A, Bareilly, Uttar Pradesh, 243122",Uttar Pradesh,11:00 AM to 09:30 PM,9582458914,4.8,141
1752,"Indiranagar, Lucknow","Shop No B4 & 5, Krishna Complex, Faizabad Road, Indiranagar, Bhootnath Market, Lucknow, Uttar Pradesh, 226016",Uttar Pradesh,11:00 AM to 09:30 PM,7428891193,4.8,3074
1753,Shyam Park Extension Sahibabad,"D-64, Ground Floor, Shyam Park Extension, Sahibabad, Ghaziabad, Uttar Pradesh, 201005",Uttar Pradesh,11:00 AM to 09:30 PM,8447732043,4.9,370
1754,Olandganj,"House No 141, Td College, Olandganj, Near Chandra Hotel, Jaunpur, Uttar Pradesh, 222002",Uttar Pradesh,11:00 AM to 09:00 PM,8929306572,4.8,907
1755,"Phoenix United Mall, Bareilly","Shop No F 298, First Floor, Phoenix United Mall, Mahanagar Colony, Pilibhit Bypass, Bareilly, Uttar Pradesh, 243006",Uttar Pradesh,11:00 AM to 09:30 PM,7428891201,4.8,1033
1756,Civil line,"Shop No 2&3, Gks Palace, Ayub Khan Choupla Road, 63-64, Civil Lines, Civilline, Bareilly, Uttar Pradesh, 243001",Uttar Pradesh,11:00 AM to 09:30 PM,8929100938,4.8,299
1757,"Sector 137, Noida","Ground Floor, Shop No Blk2, Paras Tierra, Sector 137, Sector 137, Noida, Uttar Pradesh, 201305",Uttar Pradesh,11:00 AM to 09:30 PM,8929346615,4.9,712
1758,Karrahi,"2/156, Ground Floor, Karrahi Road, Barra World Bank Colony, Kanpur, Uttar Pradesh, 208027",Uttar Pradesh,11:00 AM to 10:00 PM,8929039792,4.9,456
1759,Elite,"Ground Floor, Building No 1858, Old Damroo Cinema, Elite Sipri Road, Civil Lines, Elite, Jhansi, Uttar Pradesh, 284001",Uttar Pradesh,11:00 AM to 10:00 PM,9582612682,4.8,345
1760,Sector 46 Noida,"Shop No 15, Ground Floor, Gardenia Aims Glory, I Square Market, Plot No Gh 001, Sector 46, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM,8929543971,4.9,1097
1761,Mathura,"Shop No 11 & 12, Ground Floor, M R Complex, Bhuteshwar Road, Mathura, Uttar Pradesh, 281004",Uttar Pradesh,11:00 AM to 09:30 PM,9899411471,4.8,875
1762,Flagship Store Tilak Nagar,"Gf 4/281-B, Parvati Bangla Road, Tilak Nagar, Kanpur, Uttar Pradesh, 208002",Uttar Pradesh,11:00 AM to 10:00 PM,8929172546,4.9,723
1763,Omaxe Connaught Place Mall,"Shop No 7, Upper Ground Floor, Omaxe Connaught Place Mall, Beta 2, Near Igl Cng Filling Station, Greater Noida, Uttar Pradesh, 201308",Uttar Pradesh,11:00 AM to 09:30 PM,7428891236,4.8,685
1764,Sector 62,"Rn11, Ground Floor, Sector 62, Near Bank Of Maharashtra, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM,7290012952,4.9,698
1765,Gulab Bagh Sigra,"Ground Floor, Shop No 1 & 2, Gulab Bagh Colony, Near Puma Store, Sigra, Varanasi, Uttar Pradesh, 221010",Uttar Pradesh,10:00 AM to 09:00 PM,7291811371,4.9,514
1766,Modi Nagar,"Shop No 11, 11A, 12A, Kn Mod Complex, Gt Road, Modinagar, Ghaziabad, Uttar Pradesh, 201204",Uttar Pradesh,11:00 AM to 09:00 PM,8588803142,4.8,509
1767,Orderly Bazar,"Shop No S2 /363 A, Ward Sikraul, Orderly Bazar, Bhojubeer, Varanasi, Uttar Pradesh, 221002",Uttar Pradesh,11:00 AM to 09:30 PM,9319360892,4.8,688
1768,Crossing Republic,"Upper Ground-02, Plot No C-2, Nh-24, Orbit Plaza, Crossing Republic, Next To More Store, Ghaziabad, Uttar Pradesh, 201009",Uttar Pradesh,11:00 AM to 09:30 PM,7428891244,4.8,935
1769,Civil Line,"Shop No CP 7, Gangapur Avas Vikas, Civil Line, Rampur, Uttar Pradesh, 244901",Uttar Pradesh,11:00 AM to 09:30 PM,9582596607,4.9,233
1770,"Sector 4, Vaishali","Shop No 3, Ground Floor, Nipun Plaza, Plot No 1, Sector 4, Vaishali, Near Nazeer Food Restaurant, Ghaziabad, Uttar Pradesh, 201010",Uttar Pradesh,11:00 AM to 09:30 PM,7428891246,4.7,661
1771,Kakadeo,"Ground Floor, 117H-l/382, Model Town, Kakadeo, Kanpur, Uttar Pradesh, 208025",Uttar Pradesh,11:00 AM to 10:00 PM,8588811571,4.9,587
1772,Pratap Vihar,"Ground Floor, P233, Sector 12, Pratap Vihar, Ghaziabad, Uttar Pradesh, 201009",Uttar Pradesh,11:00 AM to 09:30 PM,9582551953,4.9,578
1773,Dadri,"Khasra No 756, Gt Road, GT Road, Opposite Reliance Trends, Dadri, Uttar Pradesh, 203207",Uttar Pradesh,11:00 AM to 09:00 PM,8929335305,4.9,592
1774,Durgakund,"Shop No B 27/98, A/7A, Durgakund Road, Durgakund, Beside Dayal Tower, Varanasi, Uttar Pradesh, 221005",Uttar Pradesh,11:00 AM to 09:30 PM,7428890216,4.8,1173
1775,Lal Bangla,"Ground Floor, 383 K91, Pardewan Pur, Lal Bangla, Near KDA Chowraha, Kanpur, Uttar Pradesh, 208007",Uttar Pradesh,11:00 AM to 09:30 PM,9582422049,4.7,113
1776,Moradabad,"20 Awas Vikas, Pili Kothi Chauraha, Kanth Road, Moradabad, Uttar Pradesh, 244001",Uttar Pradesh,11:00 AM to 09:30 PM,8743952293,4.9,859
1777,Betiahata Chowk,"Shop No 3 & 4, St Andrews Inter College, Bettihata, Betiahata Chowk, Near Petrol Pump, Gorakhpur, Uttar Pradesh, 273001",Uttar Pradesh,11:00 AM to 09:00 PM,7428890238,4.7,907
1778,Indirapuram,"Shop No B/120, Ground Floor, Indirapuram Habitat Centre, Indirapuram, Near Hira Sweets, Ghaziabad, Uttar Pradesh, 201014",Uttar Pradesh,11:00 AM to 09:30 PM,7428891281,4.7,1046
1779,Govind Nagar,"79/4, A Block 8, Govind Nagar, Govind Nagar, Near Chawla Chauraha, Kanpur, Uttar Pradesh, 208006",Uttar Pradesh,11:00 AM to 10:00 PM,8929172797,4.8,689
1780,"Sector 110, Noida","Ground Floor, Plot No 008, Sector 110, Near ISBT, Gautam Budh Nagar, Noida, Uttar Pradesh, 201304",Uttar Pradesh,11:00 AM to 09:30 PM,9953770285,5.0,275
1781,Flagship Store Mall Of India,"Shop No D17 B, Lower Ground Floor, Sector 18, Dlf Mall Of India, Next To Jawed Habib, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 10:00 PM,7428891282,4.8,1668
1782,SP Marg,"43/5 & 6, Sardar Patel Marg, Civil Lines, Sp Marg, Prayagraj, Uttar Pradesh, 211001",Uttar Pradesh,11:00 AM to 09:30 PM,9899301527,4.8,2017
1783,Rajajipuram,"E 2624 Rajajipuram, Rajajipuram, Near Lal Path Lab, Lucknow, Uttar Pradesh, 226017",Uttar Pradesh,11:00 AM to 09:30 PM,9971523524,4.9,1445
1784,Ring Road,"Ground Floor, Plot No 3, Bataha Sabouly Kalyapur West, Ring Road, Lucknow, Uttar Pradesh, 226010",Uttar Pradesh,11:00 AM to 09:00 PM,9643577212,4.9,156
1785,Sector 12 Vrindavan Colony,"SCO 09, Kahlon Emporium ll, Sector 12, Vrindavan Colony, Lucknow, Uttar Pradesh, 226029",Uttar Pradesh,11:00 AM to 09:00 PM,9873121067,4.9,151
1786,Begumbridge,"Shop No 2, Ground Floor, Crown Plaza, South Begum Bridge, Adjacent To Nazeer Foods, Meerut, Uttar Pradesh, 250001",Uttar Pradesh,11:00 AM to 09:30 PM,8929347794,4.7,713
1787,Malviya Road,"Malviya Road, Near Union Bank, Malviya Road, Deoria, Uttar Pradesh, 274001",Uttar Pradesh,10:30 AM to 08:00 PM,7303974975,4.7,252
1788,Dwarka Puri Colony,"Plot No 7 Ground Floor, Dwarka Puri Colony, Bhuteshwar Road, Mathura, Uttar Pradesh, 281001",Uttar Pradesh,11:00 AM to 09:00 PM,9582268921,4.9,192
1789,Pilibhit,"Naugawan Pakariya, Near Chatri Chauraha, Tanakpur Road, Nai Basti, Pilibhit, Uttar Pradesh, 262001",Uttar Pradesh,11:00 AM to 09:30 PM,8742988012,4.9,269
1790,Phoenix Palassio Mall,"T-35, Third Floor, Phoenix Palassio Mall, Sector 7, Gomti Nagar Extension, Amar Saheed Path, Near Ekana Stadium, Lucknow, Uttar Pradesh, 226010",Uttar Pradesh,11:00 AM to 09:30 PM,7303842843,4.9,1211
1791,Gomti Nagar Extension,"Ground Floor, House No 1/746, Vardan Khand, Near Kotak Mahendra Bank, Sector 1, Gomti Nagar Extension, Lucknow, Uttar Pradesh, 226010",Uttar Pradesh,11:00 AM to 09:30 PM,9582598625,5.0,136
1792,Shakti Chowk,"First Floor, 198/53, Sd Puram Colony, Gate No 1, Civil Lines 1, Shakti Chowk, Bijnor, Uttar Pradesh, 246701",Uttar Pradesh,11:00 AM to 09:30 PM,8447830154,4.9,746
1793,Mirzapur,"Giridhar Ka Chauraha, Badli Katra Road, Near City Kart, Mirzapur, Uttar Pradesh, 231001",Uttar Pradesh,11:00 AM to 09:30 PM,8743851567,4.9,291
1794,Aliganj2,"HS 1/6 Sector A, Sitapur Road Yojna, Near Ram Ram Bank Chauraha, Aliganj, Lucknow, Uttar Pradesh, 226021",Uttar Pradesh,11:00 AM to 09:30 PM,9582612107,5.0,487
1795,VVIP Mall,"G 18, Vvip Mall, Nh 58, Raj Nagar Extension, Noor Nagar, Near Heera Sweets, Ghaziabad, Uttar Pradesh, 201001",Uttar Pradesh,11:00 AM to 09:30 PM,7428891312,4.8,621
1796,Panchsheel,"Shop No Gf 43 Ground Floor, Plot No Gh 1, Link Road, Greno West, Link Road, Near Guru Di Hatti, Greater Noida, Uttar Pradesh, 201306",Uttar Pradesh,11:00 AM to 09:30 PM,9643107980,4.9,821
1797,Govindpuram,"Shop No 20 & 21, Gf, Signature Street, G Block, Govindpuram, Ghaziabad, Uttar Pradesh, 201013",Uttar Pradesh,11:00 AM to 09:30 PM,8929436779,4.9,550
1798,Sector 44,"Ground Floor, Left Side, C-513, Near Union Bank, Sector 44, Noida, Uttar Pradesh, 201301",Uttar Pradesh,11:00 AM to 09:30 PM,9582620327,5.0,302
1799,Shalimar Gateway Mall Alambagh,"16 Ground Floor, Shalimar Gateway Mall, Alambagh, Beside Alambagh Bus Stand, Lucknow, Uttar Pradesh, 226005",Uttar Pradesh,11:00 AM to 09:00 PM,8929277343,4.9,449
1800,Hapur,"2423, Ground Floor, Nehru Chowk, Atarpura, Garh Road, Hapur, Uttar Pradesh, 245101",Uttar Pradesh,11:00 AM to 09:30 PM,9999203861,4.9,542
